timestamp,open,high,low,close,volume
2025-01-01T00:00:00+00:00,100.000000,101.070000,99.250000,100.420000,1600.000000
2025-01-02T00:00:00+00:00,100.420000,101.746824,99.761940,100.886456,1623.000000
2025-01-03T00:00:00+00:00,100.886456,102.274598,100.253227,101.397273,1046.000000
2025-01-04T00:00:00+00:00,101.397273,102.633636,100.649275,101.948356,1069.000000
2025-01-05T00:00:00+00:00,101.948356,103.372992,101.267627,102.533792,1092.000000
2025-01-06T00:00:00+00:00,102.533792,104.035852,101.927059,103.146121,1115.000000
2025-01-07T00:00:00+00:00,103.146121,104.496522,102.404086,103.776668,1138.000000
2025-01-08T00:00:00+00:00,103.776668,105.230186,103.075888,104.415939,1161.000000
2025-01-09T00:00:00+00:00,104.415939,105.951384,103.836839,105.054044,1184.000000
2025-01-10T00:00:00+00:00,105.054044,106.434178,104.321818,105.681148,1207.000000
2025-01-11T00:00:00+00:00,105.681148,107.073915,104.963334,106.287910,1230.000000
2025-01-12T00:00:00+00:00,106.287910,107.765905,105.737025,106.865907,1853.000000
2025-01-13T00:00:00+00:00,106.865907,108.192157,106.147136,107.408014,1876.000000
2025-01-14T00:00:00+00:00,107.408014,108.663766,106.676525,107.908724,1299.000000
2025-01-15T00:00:00+00:00,107.908724,109.262049,107.331377,108.364397,1322.000000
2025-01-16T00:00:00+00:00,108.364397,109.585996,107.662459,108.773424,1345.000000
2025-01-17T00:00:00+00:00,108.773424,109.858276,108.031892,109.136301,1368.000000
2025-01-18T00:00:00+00:00,109.136301,110.345952,108.531268,109.455602,1000.000000
2025-01-19T00:00:00+00:00,109.455602,110.573618,108.773539,109.735871,1023.000000
2025-01-20T00:00:00+00:00,109.735871,110.670877,108.988130,109.983408,1046.000000
2025-01-21T00:00:00+00:00,109.983408,111.084227,109.351791,110.205991,1069.000000
2025-01-22T00:00:00+00:00,110.205991,111.271687,109.546445,110.412523,1092.000000
2025-01-23T00:00:00+00:00,110.412523,111.264846,109.662531,110.612633,1715.000000
2025-01-24T00:00:00+00:00,110.612633,111.677791,109.956066,110.816236,1738.000000
2025-01-25T00:00:00+00:00,110.816236,111.909486,110.181400,111.033091,1161.000000
2025-01-26T00:00:00+00:00,111.033091,111.955449,110.284851,111.272361,1184.000000
2025-01-27T00:00:00+00:00,111.272361,112.382836,110.592978,111.542196,1207.000000
2025-01-28T00:00:00+00:00,111.542196,112.738463,110.933769,111.849369,1230.000000
2025-01-29T00:00:00+00:00,111.849369,112.916693,111.106848,112.198967,1253.000000
2025-01-30T00:00:00+00:00,112.198967,113.410074,111.499356,112.594166,1276.000000
2025-01-31T00:00:00+00:00,112.594166,113.933092,112.013316,113.036084,1299.000000
2025-02-01T00:00:00+00:00,113.036084,114.274742,112.303136,113.523733,1322.000000
2025-02-02T00:00:00+00:00,113.523733,114.841918,112.806888,114.054062,1345.000000
2025-02-03T00:00:00+00:00,114.054062,115.522073,113.501406,114.622095,1968.000000
2025-02-04T00:00:00+00:00,114.622095,116.003426,113.902381,115.221156,1600.000000
2025-02-05T00:00:00+00:00,115.221156,116.600215,114.490417,115.843169,1023.000000
2025-02-06T00:00:00+00:00,115.843169,117.376970,115.267577,116.479025,1046.000000
2025-02-07T00:00:00+00:00,116.479025,117.929873,115.775942,117.118988,1069.000000
2025-02-08T00:00:00+00:00,117.118988,117.843080,116.272123,117.013138,1092.000000
2025-02-09T00:00:00+00:00,117.013138,117.904087,116.288489,116.891817,1115.000000
2025-02-10T00:00:00+00:00,116.891817,117.728096,116.062678,116.746066,1138.000000
2025-02-11T00:00:00+00:00,116.746066,117.435721,115.820557,116.568025,1161.000000
2025-02-12T00:00:00+00:00,116.568025,117.447155,115.721295,116.351292,1184.000000
2025-02-13T00:00:00+00:00,116.351292,117.209236,115.430188,116.091210,1207.000000
2025-02-14T00:00:00+00:00,116.091210,116.745636,115.035109,115.785078,1830.000000
2025-02-15T00:00:00+00:00,115.785078,116.647804,114.777205,115.432269,1853.000000
2025-02-16T00:00:00+00:00,115.432269,116.307716,114.397828,115.034263,1276.000000
2025-02-17T00:00:00+00:00,115.034263,115.715156,113.846111,114.594579,1299.000000
2025-02-18T00:00:00+00:00,114.594579,115.436642,113.440584,114.118613,1322.000000
2025-02-19T00:00:00+00:00,114.118613,115.007051,113.003281,113.613400,1345.000000
2025-02-20T00:00:00+00:00,113.613400,114.328993,112.344299,113.087292,1368.000000
2025-02-21T00:00:00+00:00,113.087292,113.904849,111.851154,112.549585,1000.000000
2025-02-22T00:00:00+00:00,112.549585,113.446242,111.827499,112.410097,1023.000000
2025-02-23T00:00:00+00:00,112.410097,113.159079,111.545071,112.278727,1046.000000
2025-02-24T00:00:00+00:00,112.278727,113.068425,111.449146,112.165008,1069.000000
2025-02-25T00:00:00+00:00,112.165008,113.064946,111.523249,112.077675,1692.000000
2025-02-26T00:00:00+00:00,112.077675,112.858063,111.303631,112.024275,1715.000000
2025-02-27T00:00:00+00:00,112.024275,112.783316,111.280852,112.010825,1138.000000
2025-02-28T00:00:00+00:00,112.010825,112.939757,111.436989,112.041539,1161.000000
2025-03-01T00:00:00+00:00,112.041539,112.927824,111.337323,112.118640,1184.000000
2025-03-02T00:00:00+00:00,112.118640,112.968461,111.378157,112.242258,1207.000000
2025-03-03T00:00:00+00:00,112.242258,113.301956,111.640638,112.410426,1230.000000
2025-03-04T00:00:00+00:00,112.410426,113.453964,111.725725,112.619169,1253.000000
2025-03-05T00:00:00+00:00,112.619169,113.554518,111.871990,112.862680,1276.000000
2025-03-06T00:00:00+00:00,112.862680,114.013590,112.234308,113.133584,1299.000000
2025-03-07T00:00:00+00:00,113.133584,114.279980,112.471093,113.423272,1322.000000
2025-03-08T00:00:00+00:00,113.423272,114.378926,112.673343,113.722288,1945.000000
2025-03-09T00:00:00+00:00,113.722288,114.884635,113.068734,114.020755,1968.000000
2025-03-10T00:00:00+00:00,114.020755,115.183300,113.382726,114.308818,1000.000000
2025-03-11T00:00:00+00:00,114.308818,115.255793,113.560140,114.577096,1023.000000
2025-03-12T00:00:00+00:00,114.577096,116.000570,113.900432,115.157097,1046.000000
2025-03-13T00:00:00+00:00,115.157097,116.589369,114.545293,115.701605,1069.000000
2025-03-14T00:00:00+00:00,115.701605,116.918461,114.958155,116.205006,1092.000000
2025-03-15T00:00:00+00:00,116.205006,117.482729,115.507767,116.663536,1115.000000
2025-03-16T00:00:00+00:00,116.663536,117.971747,116.079193,117.075460,1138.000000
2025-03-17T00:00:00+00:00,117.075460,118.188087,116.341110,117.441142,1161.000000
2025-03-18T00:00:00+00:00,117.441142,118.554557,116.726275,117.763030,1184.000000
2025-03-19T00:00:00+00:00,117.763030,118.945430,117.206835,118.045550,1807.000000
2025-03-20T00:00:00+00:00,118.045550,119.073396,117.323989,118.294902,1830.000000
2025-03-21T00:00:00+00:00,118.294902,119.279810,117.565707,118.518781,1253.000000
2025-03-22T00:00:00+00:00,118.518781,119.624506,117.946704,118.726034,1276.000000
2025-03-23T00:00:00+00:00,118.726034,119.733726,118.020697,118.926254,1299.000000
2025-03-24T00:00:00+00:00,118.926254,119.857660,118.186318,119.129353,1322.000000
2025-03-25T00:00:00+00:00,119.129353,120.237204,118.529445,119.345113,1345.000000
2025-03-26T00:00:00+00:00,119.345113,120.416043,118.659109,119.582746,1368.000000
2025-03-27T00:00:00+00:00,119.582746,120.544494,118.835870,119.850475,1000.000000
2025-03-28T00:00:00+00:00,119.850475,121.036033,119.223735,120.155168,1023.000000
2025-03-29T00:00:00+00:00,120.155168,121.357480,119.491218,120.502026,1046.000000
2025-03-30T00:00:00+00:00,120.502026,121.553195,119.752151,120.894346,1669.000000
2025-03-31T00:00:00+00:00,120.894346,122.198395,120.242310,121.333377,1692.000000
