timestamp,open,high,low,close,volume
2026-01-01,99.9100,100.5100,99.6100,100.1100,100000
2026-01-02,100.1000,100.7000,99.8000,100.3000,100100
2026-01-03,100.3700,100.9700,100.0700,100.5700,100200
2026-01-04,100.7200,101.3200,100.4200,100.9200,100300
2026-01-05,101.1500,101.7500,100.8500,101.3500,100400
2026-01-06,101.6600,102.2600,101.3600,101.8600,100500
2026-01-07,102.2500,102.8500,101.9500,102.4500,100600
2026-01-08,102.3600,102.9600,102.0600,102.5600,100700
2026-01-09,102.5500,103.1500,102.2500,102.7500,100800
2026-01-10,102.8200,103.4200,102.5200,103.0200,100900
2026-01-11,103.1700,103.7700,102.8700,103.3700,101000
2026-01-12,103.6000,104.2000,103.3000,103.8000,101100
2026-01-13,104.1100,104.7100,103.8100,104.3100,101200
2026-01-14,104.7000,105.3000,104.4000,104.9000,101300
2026-01-15,104.8100,105.4100,104.5100,105.0100,101400
2026-01-16,105.0000,105.6000,104.7000,105.2000,101500
2026-01-17,105.2700,105.8700,104.9700,105.4700,101600
2026-01-18,105.6200,106.2200,105.3200,105.8200,101700
2026-01-19,106.0500,106.6500,105.7500,106.2500,101800
2026-01-20,106.5600,107.1600,106.2600,106.7600,101900
2026-01-21,107.1500,107.7500,106.8500,107.3500,102000
2026-01-22,107.2600,107.8600,106.9600,107.4600,102100
2026-01-23,107.4500,108.0500,107.1500,107.6500,102200
2026-01-24,107.7200,108.3200,107.4200,107.9200,102300
2026-01-25,108.0700,108.6700,107.7700,108.2700,102400
2026-01-26,108.5000,109.1000,108.2000,108.7000,102500
2026-01-27,109.0100,109.6100,108.7100,109.2100,102600
2026-01-28,109.6000,110.2000,109.3000,109.8000,102700
2026-01-01,109.7100,110.3100,109.4100,109.9100,102800
2026-01-02,109.9000,110.5000,109.6000,110.1000,102900
2026-01-03,110.1700,110.7700,109.8700,110.3700,103000
2026-01-04,110.5200,111.1200,110.2200,110.7200,103100
2026-01-05,110.9500,111.5500,110.6500,111.1500,103200
2026-01-06,111.4600,112.0600,111.1600,111.6600,103300
2026-01-07,112.0500,112.6500,111.7500,112.2500,103400
2026-01-08,112.1600,112.7600,111.8600,112.3600,103500
2026-01-09,112.3500,112.9500,112.0500,112.5500,103600
2026-01-10,112.6200,113.2200,112.3200,112.8200,103700
2026-01-11,112.9700,113.5700,112.6700,113.1700,103800
2026-01-12,113.4000,114.0000,113.1000,113.6000,103900
2026-01-13,113.9100,114.5100,113.6100,114.1100,104000
2026-01-14,114.5000,115.1000,114.2000,114.7000,104100
2026-01-15,114.6100,115.2100,114.3100,114.8100,104200
2026-01-16,114.8000,115.4000,114.5000,115.0000,104300
2026-01-17,115.0700,115.6700,114.7700,115.2700,104400
2026-01-18,114.9500,115.5500,114.6500,115.1500,104500
2026-01-19,114.9100,115.5100,114.6100,115.1100,104600
2026-01-20,114.9500,115.5500,114.6500,115.1500,104700
2026-01-21,115.0700,115.6700,114.7700,115.2700,104800
2026-01-22,114.7100,115.3100,114.4100,114.9100,104900
2026-01-23,114.4300,115.0300,114.1300,114.6300,105000
2026-01-24,114.2300,114.8300,113.9300,114.4300,105100
2026-01-25,114.1100,114.7100,113.8100,114.3100,105200
2026-01-26,114.0700,114.6700,113.7700,114.2700,105300
2026-01-27,114.1100,114.7100,113.8100,114.3100,105400
2026-01-28,114.2300,114.8300,113.9300,114.4300,105500
2026-01-01,113.8700,114.4700,113.5700,114.0700,105600
2026-01-02,113.5900,114.1900,113.2900,113.7900,105700
2026-01-03,113.3900,113.9900,113.0900,113.5900,105800
2026-01-04,113.2700,113.8700,112.9700,113.4700,105900
2026-01-05,113.2300,113.8300,112.9300,113.4300,106000
2026-01-06,113.2700,113.8700,112.9700,113.4700,106100
2026-01-07,113.3900,113.9900,113.0900,113.5900,106200
2026-01-08,113.0300,113.6300,112.7300,113.2300,106300
2026-01-09,112.7500,113.3500,112.4500,112.9500,106400
2026-01-10,112.5500,113.1500,112.2500,112.7500,106500
2026-01-11,112.4300,113.0300,112.1300,112.6300,106600
2026-01-12,112.3900,112.9900,112.0900,112.5900,106700
2026-01-13,112.4300,113.0300,112.1300,112.6300,106800
2026-01-14,112.5500,113.1500,112.2500,112.7500,106900
2026-01-15,112.5900,113.1900,112.2900,112.7900,107000
2026-01-16,112.7100,113.3100,112.4100,112.9100,107100
2026-01-17,112.9100,113.5100,112.6100,113.1100,107200
2026-01-18,113.1900,113.7900,112.8900,113.3900,107300
2026-01-19,113.5500,114.1500,113.2500,113.7500,107400
2026-01-20,113.9900,114.5900,113.6900,114.1900,107500
2026-01-21,114.5100,115.1100,114.2100,114.7100,107600
2026-01-22,114.5500,115.1500,114.2500,114.7500,107700
2026-01-23,114.6700,115.2700,114.3700,114.8700,107800
2026-01-24,114.8700,115.4700,114.5700,115.0700,107900
2026-01-25,115.1500,115.7500,114.8500,115.3500,108000
2026-01-26,115.5100,116.1100,115.2100,115.7100,108100
2026-01-27,115.9500,116.5500,115.6500,116.1500,108200
2026-01-28,116.4700,117.0700,116.1700,116.6700,108300
2026-01-01,116.5100,117.1100,116.2100,116.7100,108400
2026-01-02,116.6300,117.2300,116.3300,116.8300,108500
2026-01-03,116.8300,117.4300,116.5300,117.0300,108600
2026-01-04,117.1100,117.7100,116.8100,117.3100,108700
2026-01-05,117.4700,118.0700,117.1700,117.6700,108800
2026-01-06,117.9100,118.5100,117.6100,118.1100,108900
2026-01-07,118.4300,119.0300,118.1300,118.6300,109000
2026-01-08,118.4700,119.0700,118.1700,118.6700,109100
2026-01-09,118.5900,119.1900,118.2900,118.7900,109200
2026-01-10,118.7900,119.3900,118.4900,118.9900,109300
2026-01-11,119.0700,119.6700,118.7700,119.2700,109400
2026-01-12,119.4300,120.0300,119.1300,119.6300,109500
2026-01-13,119.8700,120.4700,119.5700,120.0700,109600
2026-01-14,120.3900,120.9900,120.0900,120.5900,109700
2026-01-15,120.4300,121.0300,120.1300,120.6300,109800
2026-01-16,120.5500,121.1500,120.2500,120.7500,109900
2026-01-17,120.7500,121.3500,120.4500,120.9500,110000
2026-01-18,121.0300,121.6300,120.7300,121.2300,110100
2026-01-19,121.3900,121.9900,121.0900,121.5900,110200
2026-01-20,121.8300,122.4300,121.5300,122.0300,110300
2026-01-21,122.3500,122.9500,122.0500,122.5500,110400
2026-01-22,122.3900,122.9900,122.0900,122.5900,110500
2026-01-23,122.5100,123.1100,122.2100,122.7100,110600
2026-01-24,122.7100,123.3100,122.4100,122.9100,110700
2026-01-25,122.9900,123.5900,122.6900,123.1900,110800
2026-01-26,123.3500,123.9500,123.0500,123.5500,110900
2026-01-27,123.7900,124.3900,123.4900,123.9900,111000
2026-01-28,124.3100,124.9100,124.0100,124.5100,111100
2026-01-01,124.3500,124.9500,124.0500,124.5500,111200
2026-01-02,124.4700,125.0700,124.1700,124.6700,111300
2026-01-03,124.6700,125.2700,124.3700,124.8700,111400
2026-01-04,124.9500,125.5500,124.6500,125.1500,111500
2026-01-05,125.3100,125.9100,125.0100,125.5100,111600
2026-01-06,125.7500,126.3500,125.4500,125.9500,111700
2026-01-07,126.2700,126.8700,125.9700,126.4700,111800
2026-01-08,126.3100,126.9100,126.0100,126.5100,111900
